Ruta,OperadOR,route,ac_type,all_aboard,PASAJEROS A BORDO,crew_aboard,cantidad de fallecidos,passenger_fatalities,crew_fatalities,ground,year,decade
Germany,A B Aerotransport,Amsterdam - Hanover - Copenagen - Malmö,Junkers,2,0,2,2,0,2,0,1932,3
EEUU,American Airways,El Paso - Dallas,Fokker,4,2,2,3,1,2,0,1932,3
England,Air Union,Sin_Dato,Liore-et-Olivier 213,2,0,2,1,0,1,0,1932,3
Others,Others,Sydney - Lismore - Brisbane,Havilland,3,2,1,3,2,1,0,1932,3
Others,Aeropostale,Dakar - Port Etienne - Algiers - Paris,Latecoere 28,1,0,1,1,0,1,0,1932,3
Germany,Deutsche Lufthansa,Nuremberg - Frankfort,Junkers,5,3,2,5,3,2,0,1932,3
England,Deutsche Lufthansa,London - Cologne - Berlin,Junkers,2,0,2,2,0,2,0,1932,3
Others,Others,"Little Rock, AR - Memphis, TN",Travel Air 6000,2,1,1,2,1,1,0,1932,3
EEUU,Trans Continental and Western Air,Sin_Dato,Others,2,0,2,2,0,2,0,1932,3
EEUU,Boeing Air Transport,Sin_Dato,Boeing,1,0,1,1,0,1,0,1932,3
Others,Guinea Airways,Sin_Dato,Havilland,1,0,1,1,0,1,0,1932,3
Others,Others,Sin_Dato,Others,2,0,2,2,0,2,0,1932,3
Others,Panagra,"Santiago, Chile - Mendosa, Argentina",Ford 5-AT-C Tri Motor,9,6,3,9,6,3,0,1932,3
EEUU,Pacific Air Transport,San Diego - Burbank - Oakland,Boeing,3,2,1,3,2,1,0,1932,3
EEUU,Transamerica Airlines,Sin_Dato,Stearman C-3MB,1,0,1,1,0,1,0,1932,3
EEUU,Varney Air Lines,Sin_Dato,Boeing,2,0,2,1,0,1,0,1932,3
Others,Others,"Rockford - Chicago, IL - Madison, WI",Others,1,0,1,1,0,1,0,1932,3
EEUU,Others,"San Francisco - Bakersfield - Los Angeles, CA",Stinson SM-6000B,8,7,1,8,7,1,0,1932,3
EEUU,Others,Miami - Bimini,Others,5,4,1,5,4,1,0,1932,3
EEUU,Others,Chicago - Kalamazoo,Stearman C-3MB,1,0,1,1,0,1,0,1932,3
EEUU,Boeing Air Transport,Sin_Dato,Boeing,2,0,2,1,0,1,0,1932,3
EEUU,Others,Training,Stinson SM-6000B,5,0,5,3,0,3,0,1932,3
EEUU,American Airways,"Phoenix, AZ - Los Angeles, CA",Fokker,7,5,2,7,5,2,0,1932,3
EEUU,Trans Continental and Western Air,Columbus - McKeesport,Others,1,0,1,1,0,1,0,1932,3
Others,Air Orient,Damascus - Baghdad - Karachi,Others,3,1,2,3,1,2,0,1932,3
EEUU,National Air Transport,Sin_Dato,Boeing,1,0,1,1,0,1,0,1932,3
Brazil,Aeropostale,Sin_Dato,Latecoere 28,3,0,3,3,0,3,0,1932,3
France,Air France,Zurich - Basel - Paris,Others,5,2,3,2,1,1,0,1933,3
Mexico,Trans Continental and Western Air,"Amarillo, TX - Albuquerque, NM",Ford 5-AT-B Tri Motor,5,3,2,5,3,2,0,1933,3
Others,Aeroput,"Ljubjana - Susak, Croatia",Others,8,6,2,8,6,2,0,1933,3
EEUU,United Air Lines,Newark - Cleveland - Chicago - Oakland,Boeing,10,7,3,10,7,3,0,1933,3
Mexico,Trans Continental and Western Air,Sin_Dato,Others,1,0,1,0,0,0,0,1933,3
Others,Others,Athens - Rhodes,Others,6,2,4,6,2,4,0,1933,3
Russia,Others,Test flight,Others,20,0,20,14,0,14,0,1933,3
EEUU,National Air Transport,Sin_Dato,Boeing,2,0,2,2,0,2,0,1933,3
Germany,Deutsche Lufthansa,Berlin - Hamburg,Others,10,8,2,6,4,2,0,1933,3
Others,Union Airways,Sin_Dato,Junkers,6,4,2,5,3,2,0,1933,3
Others,Imperial Airways,"Brussels, Belgium - Croydon, England",Avro 10,10,8,2,10,8,2,0,1933,3
China,China National Aviation Corporation,Canton - Shanghai,Stinson,8,7,1,8,7,1,Sin_Dato,1933,3
EEUU,Others,Sightseeing,Others,9,7,2,9,7,2,0,1933,3
EEUU,United Air Lines,"Seattle, WA - Dallas, TX",Boeing,10,7,3,4,3,1,Sin_Dato,1933,3
Others,Others,Paris - Morroco,Others,6,3,3,6,3,3,0,1933,3
Others,Aeropostale,Sin_Dato,CAMS 53,3,0,3,1,0,1,0,1933,3
EEUU,Eastern Air Transport,Test flight,Curtiss,2,0,2,2,0,2,0,1933,3
Others,American Airways,Sin_Dato,Stearman 4,1,0,1,1,0,1,0,1933,3
EEUU,American Airways,Big Springs - San Antonio,Stearman 4,1,0,1,1,0,1,0,1933,3
Others,Pan American Grace Airways,"Mendoza, Argentina - Santiago, Chili",Others,2,0,2,2,0,2,0,1933,3
EEUU,Others,Burbank - San Francisco,Lockheed,3,2,1,3,2,1,11,1933,3
EEUU,Pacific Air Transport,Sin_Dato,Others,3,1,2,2,0,2,0,1933,3
Others,Imperial Airways,"Cologne, Germany - Croydon, England",Others,15,12,3,15,12,3,0,1933,3
Germany,Deutsche Lufthansa,Sin_Dato,Junkers,2,1,1,1,1,0,0,1933,3
EEUU,Military - U.S. Navy,Sin_Dato,Others,76,Sin_Dato,Sin_Dato,73,Sin_Dato,Sin_Dato,0,1933,3
Italy,Air Orient,Corfu - Naples,Others,8,5,3,5,2,3,0,1933,3
Germany,Others,Sin_Dato,Junkers,4,2,2,4,2,2,0,1933,3
EEUU,Eastern Air Transport,Sin_Dato,Others,1,0,1,1,0,1,0,1933,3
Others,Others,Rabaul - Kaiapit,Havilland,4,2,2,2,2,0,0,1934,3
Others,Others,Croydon - Paris,Others,7,6,1,7,6,1,0,1934,3
Others,Qantas,Sin_Dato,Havilland,3,2,1,3,2,1,0,1934,3
Others,Holymans Airways,"Launceston, Tasmania - Melbourne, Australia",Havilland,11,9,2,11,9,2,0,1934,3
EEUU,Rapid Air Transport,Omaha - Kansas City,Others,2,0,2,2,0,2,0,1934,3
Others,Aeroflot,Sin_Dato,Tupolev ANT-9,10,8,2,10,8,2,0,1934,3
Germany,Deutsche Lufthansa,Berlin - Hanover,Junkers,3,0,3,3,0,3,0,1934,3
EEUU,Braniff Airlines,"Kansas City, MO - Chicago, IL",Lockheed,1,0,1,1,0,1,0,1934,3
Others,Cubana de Aviacion,Havana - Santiago de Cuba,Others,8,5,3,4,2,2,0,1934,3
Others,KLM Royal Dutch Airlines,"Amsterdam - Batavia, Java",Douglas,7,3,4,7,3,4,0,1934,3
EEUU,American Airlines,"Louisville, KY - Nashville, TN",Lockheed,1,0,1,1,0,1,0,1934,3
Brazil,Air France,Sin_Dato,Latecoere 26,2,0,2,2,0,2,0,1934,3
Others,Qantas,London - Sydney,Havilland,4,3,1,4,3,1,0,1934,3
Germany,Swissair,Zurich - Stuttgart - Leipzig - Berlin,Curtiss,12,9,3,12,9,3,0,1934,3
EEUU,Rapid Air Transport,Kansas City - Saint Joseph - Omaha,Others,5,4,1,5,4,1,0,1934,3
EEUU,Others,Mexico - Burbank,Lockheed,1,0,1,1,0,1,0,1934,3
EEUU,Others,San Bernardion - Los Angeles,Lockheed,4,3,1,3,2,1,0,1934,3
France,Air France,Saigon - Paris,Others,14,10,4,14,10,4,0,1934,3
France,Air France,Sin_Dato,Others,2,Sin_Dato,Sin_Dato,2,Sin_Dato,Sin_Dato,0,1934,3
EEUU,Boeing Aircraft Company,Salt Lake City - Cheyenne,Boeing,8,5,3,8,5,3,0,1934,3
EEUU,American Airways,"St. Louis, MO - Chicago, IL",Fairchild Pilgrim 100A,4,3,1,4,3,Sin_Dato,0,1934,3
Colombia,Others,Quiddo - Cartago,Others,6,4,2,5,3,2,0,1934,3
Others,Pan American Grace Airlines,Sin_Dato,Ford 5-AT-C Tri-Motor,15,12,3,3,0,3,0,1934,3
Others,Air France,Sin_Dato,Others,6,Sin_Dato,Sin_Dato,1,Sin_Dato,Sin_Dato,0,1934,3
Others,Air France,"Dieppe, France - New Haven, England",Others,6,3,3,6,3,3,0,1934,3
England,Air France,"Croydon, England - Paris, France",Liore-et-Olivier 213,2,0,2,2,0,2,0,1934,3
EEUU,American Airways,New York - Chicago,Curtiss,7,4,3,7,4,3,0,1934,3
Others,Panagra,Buenos Aires - Santiago,Ford 5-AT-C Tri-Motor,10,7,3,6,3,3,0,1934,3
Germany,Deutsche Lufthansa,Sin_Dato,Dornier Merkur,7,5,2,1,0,1,0,1934,3
China,China National Aviation Corporation,Sin_Dato,Others,3,1,2,3,1,2,0,1934,3
EEUU,United Air Lines,Salt Lake City - Cheyenne,Boeing,12,9,3,12,9,3,0,1935,3
EEUU,Delta Air Lines,Dallas -  Atlanta,Stinson Model A,4,3,1,4,3,1,0,1935,3
EEUU,Private,Sin_Dato,Lockheed,2,1,1,2,1,1,0,1935,3
EEUU,Others,Helena - Denver,Others,3,2,1,3,2,1,0,1935,3
EEUU,Western Air Express,"Burbank, CA - Salt Lake City, UT",Boeing,3,0,3,3,0,3,0,1935,3
Others,Others,Panama City - David,Others,8,7,1,8,7,1,0,1935,3
Others,Others,Melbourne - Sydney,Havilland,5,3,2,5,3,2,0,1935,3
EEUU,Others,Troy - Teterboro,Curtiss,6,4,2,1,0,1,0,1935,3
England,Sabena,"Brussels, Belgium - Croydon, England",Savoia-Marchetti SM73,11,7,4,11,7,4,0,1935,3
Brazil,Air France,Bahia - Aracaju,Others,4,0,4,4,0,4,0,1935,3
EEUU,Braniff Airlines,Dallas - Waco,Lockheed,1,0,1,1,0,1,0,1935,3
Italy,Imperial Airways,London - Brindisi - Alexandria,Short S-17 Kent,13,10,3,12,9,3,0,1935,3
France,Air France,Sin_Dato,Latecoere 28,3,0,3,3,0,3,0,1935,3
France,Others,Le Havre - Paris - Tours - Bordeaux,Others,2,0,2,1,0,1,0,1935,3
Others,Deutsche Lufthansa,Sin_Dato,Heinkel He-70,3,2,1,3,2,1,0,1935,3
Others,Imperial Airways,London - Brindisi - Mirabella - Alexandria,Others,13,9,4,12,9,1,0,1935,3
Others,Ala Littoria,Guidonia - Cairo - Massawa - Asmara,Others,7,3,4,7,3,4,0,1935,3
EEUU,United Air Lines,Test flight,Boeing,4,0,4,4,0,4,0,1935,3
Colombia,Others,Palanquero - Tres Esquinas,Junkers,5,3,2,5,3,2,0,1935,3
Others,Aero O-Y,Tallinn - Helsinki,Junkers,6,4,2,6,4,2,0,1935,3
Others,KLM Royal Dutch Airlines,Milan - Frankfort - Amsterdam,Douglas,13,9,4,13,9,4,0,1935,3
Others,Indian Air Force,Training,Others,2,0,2,0,0,2,15,1935,3
EEUU,Trans Continental and Western Air,"Newark, NJ - Columbus, OH",Others,1,0,1,1,0,1,0,1935,3
Germany,Deruluft,Koenigberg - Berlin,Junkers,11,8,3,11,8,3,0,1935,3
Others,Military - US Navy,Sin_Dato,Others,83,0,83,2,0,2,0,1935,3
Germany,Deruluft,Sin_Dato,Others,3,0,3,0,0,0,0,1935,3
Germany,Deutsche Lufthansa,Training,Junkers,5,0,5,5,0,5,0,1935,3
France,Air France,Sin_Dato,Others,3,0,3,1,0,1,0,1935,3
Germany,KLM Royal Dutch Airlines,Prague Leipzig Essen Amsterdam Rotterdam,Fokker,7,2,5,7,2,5,0,1935,3
EEUU,Varney Air Lines,Pueblo - El Paso,Lockheed,1,0,1,1,0,1,0,1935,3
Others,Misrair,Jerusalem - Cairo,Havilland,6,5,1,3,2,1,0,1935,3
EEUU,Trans Continental and Western Air,Los Angeles - Albuquerque - Kanasas City -  Washington,Douglas,14,12,2,5,3,2,0,1935,3
Russia,Others,Demonstration,Others,50,37,13,50,37,13,2,1935,3
EEUU,Others,Sightseeing,Others,12,11,1,3,2,1,0,1935,3
EEUU,Others,Billings - Sheridan - Casper - Cheyenne,Boeing,1,0,1,1,0,1,0,1935,3
EEUU,Chicago and Southern Airlines,Chicago - St. Louis,Others,2,1,1,2,1,1,0,1935,3
Others,Sin_Dato,Sin_Dato,Sin_Dato,9,Sin_Dato,Sin_Dato,6,Sin_Dato,Sin_Dato,0,1935,3
Colombia,Others,Medellin - Bogotá,Others,20,18,2,17,15,2,0,1935,3
Others,KLM Royal Dutch Airlines,Amsterdam - Sweden,Fokker,20,15,5,6,2,4,0,1935,3
EEUU,Others,"New Orleans, LA - Mobile, AL",Others,2,1,1,2,1,1,0,1935,3
Others,Jersey Airways,Cardiff - Saint-Helier,Havilland,8,7,1,1,3,0,0,1935,3
Mexico,Mexicana,Sin_Dato,Lockheed,1,0,1,1,0,1,0,1936,3
EEUU,Others,Sin_Dato,Lockheed,4,3,1,4,3,1,0,1936,3
EEUU,Varney Air Lines,"El Paso, TX - Pueblo, CO",Lockheed,3,1,2,3,1,2,0,1936,3
Others,Imperial Airways,Croydon - Paris,Others,2,0,2,2,0,2,0,1936,3
Colombia,SCADTA,Sin_Dato,Junkers,3,1,2,2,1,1,0,1936,3
EEUU,Others,Sightseeing,Others,11,10,1,10,9,1,0,1936,3
Others,Imperial Airways,Alexandria - Mirabella - Brindisi - Southampton,Short S-17 Kent,11,8,3,2,2,0,0,1936,3
Germany,British Airways,Hanover - Cologne - London-Gatwick,Havilland,2,0,2,2,0,2,0,1936,3
Others,Others,Sin_Dato,Others,1,0,1,1,0,1,0,1936,3
Others,Ala Littoria SA,"Addis Ababa, Ethiopia - Rome, Italy",Others,10,7,3,9,7,2,0,1936,3
Germany,Deutsche Lufthansa,Frankfurt - Erfurt,Junkers,15,12,3,11,8,3,0,1936,3
EEUU,Braniff Airways,Test flight,Lockheed,6,4,2,6,4,2,0,1936,3
England,British Airways,Hanover - London,Fokker,4,0,4,2,0,2,0,1936,3
France,Deutsche Lufthansa,Lisbon - Burgos - Geneva - Munich,Junkers,6,3,3,6,3,3,0,1936,3
Russia,Deruluft,Berlin - Moscow,Antonov,14,11,3,9,7,2,0,1936,3
Others,Air France,Marseille - Dakar - Natal - Rio de Janeiro,Others,5,1,4,5,1,4,0,1936,3
England,KLM Royal Dutch Airlines,Croydon - Amsterdam,Douglas,17,13,4,15,12,3,0,1936,3
EEUU,Western Air Express,Burbank - Las Vegas - Salt Lake City,Boeing,7,4,3,7,4,3,0,1936,3
Others,Northwest Orient Airlines,Chicago - Minneapolis - Missoula - Seattle,Lockheed,2,0,2,2,0,2,0,1936,3
EEUU,Eastern Air Lines,Miami - Charleston - Newark,Douglas,11,8,3,0,0,0,0,1936,3
EEUU,Others,New Orleans - Chicago,Lockheed,8,6,2,8,6,2,0,1936,3
EEUU,United Air Lines,Oakland - San Francisco - Los Angeles,Boeing,12,10,2,12,10,2,0,1936,3
Germany,Deutsche Lufthansa,Leipzig - Nuremberg,Junkers,16,13,3,4,3,1,0,1936,3
Mexico,Mexicana,Sin_Dato,Lockheed,1,0,1,1,0,1,0,1936,3
Others,Aeroflot,Sin_Dato,Tupolev ANT-9,6,4,2,6,4,2,0,1936,3
Others,Others,Saint Pierre - Saint-Hélier,Others,10,8,2,10,8,2,0,1936,3
Colombia,Others,Sin_Dato,Junkers,16,13,3,13,10,3,0,1936,3
Others,American Airlines,Newark - Memphis - Little Rock - Dallas - Los Angeles,Douglas,17,14,3,17,14,3,0,1936,3
France,Air France,Paris - Toulouse - Dakar - Natal - Rio de Janeiro,Others,3,0,3,3,0,3,0,1936,3
France,Air France,Marseille - Ajaccio - Tunis,CAMS 53,6,3,3,6,3,3,0,1936,3
EEUU,American Airlines,Chicago - Oklahoma City,Others,6,5,1,1,0,1,0,1936,3
Others,Air France,"Natal, Brazil - Dakar, Senegal",Others,6,1,5,6,1,5,0,1936,3
Others,Deutsche Lufthansa,Rio de Janerio - Berlin,Others,4,0,4,4,0,4,0,1936,3
China,China National Aviation Corporation,Sin_Dato,Others,6,3,3,0,0,0,0,1936,3
Others,Others,Sin_Dato,Fairchild FC-2,5,4,1,5,4,1,0,1936,3
Mexico,Mexicana,Mexico - Guatemala,Ford 5-AT-B Tri Motor,14,10,4,14,10,4,0,1936,3
EEUU,American Airlines,Newwark - Buffalo,Stinson Model A,2,0,2,2,0,2,0,1936,3
Others,Lloyd Aereo Boliviano,Cochabamba - La Paz,Junkers,13,10,3,13,10,3,0,1936,3
Others,Pan American Airways,Miami - Rio de Janeiro,Others,25,18,7,3,2,1,0,1936,3
EEUU,Trans Continental and Western Air,Newark - Los Angeles,Douglas,14,11,3,12,10,2,0,1936,3
Others,Aeroput,Belgrade - Zagreb - Ljubljana,Others,7,5,2,7,5,2,0,1936,3
Germany,Deutsche Lufthansa,Sin_Dato,Junkers,6,4,2,1,1,0,0,1936,3
Others,A B Aerotransport,Malmo - Amsterdam,Fokker,15,11,4,1,1,0,0,1936,3
Others,Others,Bergen - Trondheim,Junkers,7,3,4,7,3,4,0,1936,3
Others,Swissair,Sin_Dato,Others,2,0,2,2,0,2,0,1936,3
France,Sabena,Paris - Brussels - Cologne,Fokker,2,0,2,2,0,2,0,1936,3
Others,Deutsche Lufthansa,Test flight,Junkers,5,0,5,3,0,3,0,1936,3
Italy,Avio Linee Italiane,Turin - Milan,Others,7,5,2,7,5,2,0,1936,3
Others,Holymans Airways,Training,Havilland,2,0,2,2,0,2,0,1936,3
Others,Air France,Dakar - Casablanca,Others,7,2,5,7,2,5,0,1937,3
Others,Pan American Grace Airways,Mendosa - Cordoba,Douglas,3,0,3,3,0,3,0,1937,3
Others,Guinea Airways,Sin_Dato,Others,1,0,1,1,0,1,1,1937,3
Others,Imperial Airways,"Alexandria, Egypt  - Athens, Greece",Others,14,9,5,2,2,0,0,1937,3
Others,KLM Royal Dutch Airlines,Palembang - Singapore,Douglas,11,7,4,4,1,3,0,1937,3
EEUU,United Air Lines,Newark - Chicago - Cheyenne - Salt Lake City - Los Angeles,Douglas,19,16,3,19,16,3,0,1937,3
Others,Others,Krakow - Warsaw,Lockheed,11,9,2,4,2,2,0,1937,3
Italy,Imperial Airways,India - London,Short Empire Flying Boat,19,13,6,2,1,1,0,1937,3
Others,Others,Krakow - Warsaw,Others,11,9,2,4,2,2,Sin_Dato,1937,3
Others,Sabena,Cologne - Brussels - London,Junkers,11,8,3,11,8,3,0,1937,3
Others,Deutsche Lufthansa,Sin_Dato,Junkers,3,0,3,3,0,3,0,1937,3
Germany,Ala Littoria,Rome - Munich - Berlin,Junkers,17,14,3,4,4,0,0,1937,3
Italy,Imperial Airways,Sin_Dato,Short S-23 (flying boat),8,4,4,2,1,1,0,1937,3
France,Air France,Marseille - Lyon - Paris,Potez 621,7,6,1,2,1,1,0,1937,3
EEUU,Eastern Air Lines,Chicago - Daytona,Douglas,9,7,2,4,2,2,0,1937,3
Others,Air France,Bucharest - Vienna - Prague - Paris,Others,3,1,2,3,1,2,0,1937,3
China,China National Aviation Corporation,Canton - Shanghi,Sikorsky S-43,11,8,3,3,0,3,0,1937,3
Germany,Deutsche Lufthansa,Berlin - Mannheim,Others,12,9,3,10,7,3,0,1937,3
Others,Pan American Grace Airways,"Santiago, Chili - Cristobal, Panama",Sikorsky S-43,14,11,3,14,11,3,0,1937,3
Others,Aeroflot,Sin_Dato,Douglas,5,2,3,5,2,3,0,1937,3
Mexico,Mexicana,Mexico City - Minatitlán - Mérida,Lockheed,9,6,3,9,6,3,0,1937,3
Others,Sabena,Elizabethville - Gao - Colomb-Béchar - Oran - Brussels,Others,12,8,4,12,8,4,0,1937,3
EEUU,United Air Lines,Los Angeles - San Francisco - Oakland,Douglas,11,9,2,11,9,2,0,1937,3
Others,Airlines of Australia,Brisbane - Sidney,Stinson Model A,7,5,2,5,3,2,0,1937,3
Others,Deutsche Lufthansa,"Las Palmas, Canary Islands - Bathhurst, Gambia",Others,4,0,4,4,0,4,0,1937,3
France,Imperial Airways,"Southhampton, England - Alexandria, Egypt",Others,6,1,5,5,1,4,0,1937,3
EEUU,Trans Continental and Western Air,Newark - Camden - Pittsburg,Douglas,13,10,3,13,10,3,0,1937,3
EEUU,Western Air Express,Salt Lake City - Burbank,Boeing,13,11,2,5,4,1,0,1937,3
EEUU,Others,Frankfurt - Lakehurst N.J.,Others,97,36,61,35,13,22,1,1937,3
Germany,Deutsche Lufthansa,Sin_Dato,Heinkel He-70,4,2,2,4,2,2,0,1937,3
Others,Others,Puerto Montt - Punta Arenas,Others,9,5,4,9,5,4,0,1937,3
Others,Others,San José  San Isidro de El General,Travel Air 6000,6,5,1,6,5,1,Sin_Dato,1937,3
Others,Others,Lae - Howland Island,Lockheed,2,0,2,2,0,2,0,1937,3
Others,KLM Royal Dutch Airlines,Amsterdam - Paris,Douglas,15,10,5,15,10,5,0,1937,3
Germany,Deutsche Lufthansa,Sin_Dato,Junkers,6,4,2,0,0,0,0,1937,3
Others,Ala Littoria,"Rome, Italy - Kartoum",Savoia-Marchetti SM73,9,5,4,9,5,4,0,1937,3
Mexico,Others,Burbank - Winslow - Albuquerque,Others,11,8,3,0,0,0,0,1938,4
Others,Others,Sin_Dato,Others,5,Sin_Dato,Sin_Dato,5,Sin_Dato,Sin_Dato,53,1938,4
China,China National Aviation Corporation,Hong Kong - Chungking,Douglas,17,13,4,14,12,2,0,1938,4
Italy,Others,Test flight,Others,15,13,2,15,13,2,0,1938,4
Others,LOT Polish Airlines,Sin_Dato,Lockheed,7,4,3,0,0,0,0,1938,4
Mexico,Mexicana,Villahermosa - Veracruz - Mexico City,Lockheed,11,8,3,11,8,3,0,1938,4
Germany,Others,Prague - Strasbourg - Paris,Savoia-Marchetti SM73,17,14,3,16,13,3,0,1938,4
Others,Others,Sin_Dato,Douglas,6,3,3,6,3,3,0,1938,4
Others,Others,Sin_Dato,Others,12,10,2,12,10,2,0,1938,4
Others,Pan American World Airways,Alameda - Manila,Martin M-130 (flying boat),15,6,9,15,6,9,0,1938,4
Others,Others,Townsville - Innisfail - Cairns,Havilland,9,8,1,5,4,1,0,1938,4
Brazil,Syndicato Condor,Guanabara - Victoria,Junkers,9,5,4,9,5,4,0,1938,4
Others,Deutsche Lufthansa,"Frankfurt, Germany - Milan, Italy",Others,4,0,4,4,0,4,0,1938,4
Others,Imperial Airways,Southampton - Sydney,Short Empire Flying Boat,6,0,6,4,0,4,0,1938,4
Germany,Sabena,Brussels - Düsseldorf - Berlin,Others,20,16,4,20,16,4,0,1938,4
Others,Australian National Airways,Adelaide - Melbourne,Douglas,18,14,4,18,14,4,0,1938,4
England,British Airways,Sin_Dato,Lockheed,2,Sin_Dato,Sin_Dato,2,Sin_Dato,Sin_Dato,0,1938,4
Others,Jersey Airways,Jersey - Southhampton,Havilland,14,13,1,14,13,1,1,1938,4
Others,KLM Royal Dutch Airlines,Berlin - Amsterdam,Douglas,19,14,5,6,2,4,0,1938,4
Canada,Trans Canada Air Lines,Winnipeg - Regina - Vancouver,Lockheed,2,0,2,2,0,2,0,1938,4
Others,Deutsche Lufthansa,Sin_Dato,Junkers,15,10,5,12,9,3,0,1938,4
EEUU,United Air Lines,"Seattle, WA - Medford, OR - Oakland,CA",Douglas,7,4,3,5,3,2,0,1938,4
Mexico,Mexicana,Mexico City - Merida,Lockheed,8,5,3,8,5,3,0,1938,4
Others,Others,Fukuoka - Taihoku,Others,15,12,3,10,7,3,0,1938,4
Others,KLM Royal Dutch Airlines,Instructional Flight,Lockheed,4,0,4,4,0,4,0,1938,4
Others,Qantas,Sin_Dato,Others,13,Sin_Dato,Sin_Dato,13,Sin_Dato,Sin_Dato,0,1938,4
Others,Deutsche Lufthansa,"Frankfurt, Germany - Milan, Italy",Junkers,13,10,3,13,10,3,0,1938,4
Others,Imperial Airways,London - Kisumu - Cape Town,Others,4,0,4,4,0,4,0,1938,4
Others,Panagra,Sin_Dato,Douglas,4,0,4,4,0,4,Sin_Dato,1938,4
Italy,Ala Littoria,Cagliari - Rome,Others,20,16,4,20,16,4,0,1938,4
Germany,Lufthansa,Milan - Frankfurt,Junkers,6,3,3,6,3,3,0,1938,4
EEUU,Northwest Orient Airlines,Seattle - Spokane - Butte - Billings - Chicago,Lockheed,10,8,2,10,8,2,0,1938,4
Others,Pan American World Airways,Oakland - Honolulu - Kingman Reef - Pago Pago - Auckland,Sikorsky S-42 (flying boat),7,0,7,7,0,7,0,1938,4
Canada,General Airways,Sioux Lookout - Hudson,Others,1,0,1,1,0,1,0,1938,4
EEUU,Military - U.S. Navy / Military - U.S. Navy,Training,Others,14,0,14,11,0,11,0,1938,4
Others,LOT Polish Airlines,"Warsaw, Poland - Bucharest, Romania",Lockheed,14,12,2,14,12,2,0,1938,4
Mexico,Mexicana,Test flight,Lockheed,2,0,0,2,0,0,0,1938,4
France,Air France,"Marseille, France - Ajaccio, Corsica",Others,12,7,5,8,5,3,0,1938,4
Others,Ala Littoria SA,Cadiz - Pollença -Alghero - Rome,Others,14,10,4,14,10,4,0,1938,4
France,Deutsche Lufthansa,"Berlin, Germany - Paris, France",Junkers,3,0,0,3,0,0,0,1938,4
Others,Trans Continental and Western Air,"San Francisco - Winslow, AZ,  Burbank, CA",Douglas,9,6,3,9,6,3,0,1938,4
India,Air France,"Hanoi, Vietnam - Paris, France",Potez 621,7,3,4,7,3,4,0,1938,4
Russia,Others,Moscow - Murmansk,Others,19,0,19,13,0,13,0,1938,4
France,Air France,Dakar - Casablanca - Oran - Toulouse - Paris,Dewoitine D-338,8,5,3,8,5,3,0,1938,4
Others,Australian National Airways,Training,Havilland,1,0,1,1,0,1,0,1938,4
EEUU,Northwest Orient Airlines,Seattle - Spokane - Helena - Billings - Fargo,Lockheed,10,8,2,1,1,0,0,1938,4
Others,Pan American Grace Airways,Sin_Dato,Douglas,4,Sin_Dato,Sin_Dato,4,Sin_Dato,Sin_Dato,0,1938,4
Germany,Deutsche Lufthansa,Sin_Dato,Others,3,0,3,3,0,3,0,1938,4
Canada,Others,Vancouver - Zeballos,Others,1,0,1,1,0,1,0,1938,4
Others,Others,Sin_Dato,Havilland,3,1,2,3,1,2,0,1938,4
Brazil,Others,Santos - Sao Paulo - Rio de Janeiro - Natal,Junkers,17,14,3,6,6,0,0,1938,4
EEUU,Northwest Orient Airlines,"Burbank,- St. Paul",Lockheed,9,7,2,9,7,2,0,1938,4
Others,Others,Auckland - Palmerston North,Lockheed,2,Sin_Dato,Sin_Dato,2,Sin_Dato,Sin_Dato,0,1938,4
Mexico,Others,Mexico City - Juarez,Lockheed,6,5,1,1,5,1,0,1938,4
Italy,Ala Littoria,Brindisi - Rome,Junkers,19,14,5,19,14,5,0,1938,4
EEUU,United Air Lines,Newark - Cleveland - Chicago,Douglas,10,7,3,10,7,3,0,1938,4
Brazil,Pan American World Airways,Miami - Rio de Janerio,Others,16,12,4,14,10,4,0,1939,4
Others,KLM Royal Dutch Airlines,Haamstede - Vlissingen,Others,3,1,2,3,1,2,0,1939,4
Others,Others,Heston - Newcastle,Havilland,3,1,2,3,1,2,0,1939,4
Others,Swissair,Vienna - Zurich,Junkers,6,4,2,6,4,2,0,1939,4
Others,Deutsche Lufthansa,Cologne - Toulouse - Barcelona - Casablanca,Junkers,7,4,3,7,4,3,0,1939,4
Others,British Airways,London - Hamburg - Copenhagen,Lockheed,6,4,2,5,4,1,0,1939,4
Others,British Airways,Egypt - England,Lockheed,8,6,2,5,3,2,0,1939,4
Germany,Deutsche Lufthansa,Berlin - Hanover - Cologne - London,Junkers,7,4,3,7,4,3,0,1939,4
Others,KLM Royal Dutch Airlines,Copenhagen - Amsterdam,Douglas,20,15,5,1,1,0,0,1939,4
Colombia,Others,Barranquilla - Girardot,Junkers,5,3,2,5,3,2,0,1939,4
England,British Airways,Training,Others,2,0,2,2,0,2,Sin_Dato,1939,4
Others,Iberia Airlines,Tetouan- Seville - Alicante,Junkers,9,6,3,9,6,3,0,1939,4
Others,Linee Aeree Italiane,Rome - Rio de Janerio,Others,7,3,4,7,3,4,0,1939,4
India,Others,Calcutta - Dum Dum,Havilland,2,1,1,2,1,1,0,1939,4
Others,Others,Training,Douglas,4,0,4,0,0,0,1,1939,4
